subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
143,1,47,6,43,5,88,12,74,5,0.84,0.07,0.13,0.05,0.11,0.23,47,28,33.10,31.80,0.53,0.56,3.54,5.01,0.86,13.88,0.58,0.58,12.74,2.52,0.30,0.56,0.08,0.07,0.15
144,1,40,9,37,8,69,20,57,14,0.83,0.25,0.23,0.03,0.03,0.13,40,33,33.80,34.50,0.58,0.66,3.41,4.82,0.87,14.28,0.65,0.66,12.45,2.49,0.33,0.59,0.04,0.05,0.09
145,1,45,11,40,10,67,19,52,13,0.78,0.25,0.24,0.00,0.00,0.00,45,39,37.30,34.90,0.67,0.78,3.89,5.50,0.91,19.29,0.77,0.73,11.64,2.41,0.31,0.76,0.08,0.08,0.15
148,1,46,4,39,2,86,8,67,2,0.78,0.03,0.09,0.06,0.11,0.24,46,31,34.90,32.70,0.53,0.62,3.51,4.96,0.86,13.77,0.58,0.69,16.46,2.87,0.36,0.46,0.04,0.01,0.06
149,1,47,12,41,11,78,27,59,17,0.76,0.29,0.26,0.03,0.03,0.13,47,34,34.30,36.30,0.60,0.68,3.76,5.32,0.88,16.27,0.69,0.67,13.33,2.58,0.34,0.65,0.10,0.03,0.14
150,1,58,9,53,8,97,22,80,13,0.82,0.16,0.16,0.04,0.07,0.19,58,34,36.40,36.40,0.60,0.68,4.16,5.89,0.89,17.67,0.66,0.67,24.00,3.46,0.45,0.59,0.01,0.04,0.05
152,1,50,11,44,9,84,22,68,15,0.81,0.22,0.22,0.00,0.00,0.00,50,35,34.50,30.70,0.60,0.70,3.86,5.46,0.88,16.43,0.65,0.62,14.30,2.67,0.34,0.55,0.07,0.07,0.15
153,1,42,9,37,7,69,14,58,11,0.84,0.19,0.21,0.04,0.04,0.13,42,32,35.50,33.10,0.61,0.64,3.58,5.06,0.88,15.68,0.64,0.71,14.29,2.67,0.34,0.55,0.09,0.00,0.09
154,1,62,8,57,7,119,14,103,10,0.87,0.10,0.13,0.02,0.02,0.09,62,34,35.70,34.90,0.52,0.66,4.02,5.68,0.86,15.21,0.55,0.61,20.64,3.21,0.33,0.52,0.06,0.03,0.09
155,1,56,18,50,15,97,31,76,17,0.78,0.22,0.32,0.05,0.09,0.21,56,38,35.50,36.60,0.58,0.76,4.02,5.69,0.88,16.54,0.66,0.64,17.82,2.98,0.37,0.62,0.05,0.04,0.09
156,1,53,9,48,8,90,17,71,9,0.79,0.13,0.17,0.09,0.26,0.36,53,40,35.60,32.30,0.59,0.80,3.95,5.59,0.88,16.61,0.68,0.74,19.31,3.11,0.37,0.61,0.06,0.06,0.11
157,1,38,5,34,4,64,9,54,5,0.84,0.09,0.13,0.00,0.00,0.00,38,31,32.10,32.40,0.59,0.62,3.36,4.75,0.87,14.41,0.63,0.67,14.67,2.71,0.41,0.62,0.07,0.00,0.07
158,1,52,7,48,6,122,14,106,8,0.87,0.08,0.13,0.02,0.02,0.09,52,27,32.30,31.70,0.43,0.67,3.33,4.71,0.82,11.75,0.45,0.42,10.11,2.25,0.23,0.52,0.07,0.04,0.10
159,1,57,14,52,12,98,30,84,20,0.86,0.24,0.25,0.04,0.09,0.21,57,36,36.20,37.30,0.58,0.72,4.07,5.76,0.88,16.85,0.62,0.64,18.69,3.06,0.35,0.50,0.02,0.06,0.08
160,1,63,7,58,5,154,19,118,8,0.77,0.07,0.11,0.02,0.02,0.09,63,35,32.70,33.00,0.41,0.61,3.59,5.08,0.82,12.33,0.49,0.53,16.57,2.88,0.26,0.47,0.04,0.05,0.09
161,1,68,10,62,9,136,18,108,9,0.79,0.08,0.15,0.00,0.00,0.00,68,37,34.70,35.40,0.50,0.74,4.12,5.83,0.86,15.12,0.57,0.60,18.00,3.00,0.28,0.56,0.04,0.07,0.11
163,1,52,9,48,8,93,15,75,10,0.81,0.13,0.17,0.06,0.11,0.24,52,31,34.20,35.80,0.56,0.62,3.81,5.39,0.87,15.35,0.64,0.66,15.11,2.75,0.31,0.68,0.11,0.03,0.13
164,1,41,10,36,9,71,25,56,16,0.79,0.29,0.24,0.07,0.14,0.27,41,29,32.40,30.50,0.58,0.58,3.44,4.87,0.87,14.37,0.64,0.68,12.89,2.54,0.34,0.60,0.02,0.02,0.04
165,1,53,10,48,9,123,19,98,12,0.80,0.12,0.19,0.02,0.02,0.10,53,28,33.10,30.90,0.43,0.63,3.38,4.78,0.83,11.95,0.49,0.51,12.26,2.48,0.24,0.50,0.05,0.03,0.08
166,1,66,10,61,9,169,26,131,16,0.78,0.12,0.15,0.00,0.00,0.00,66,28,32.40,28.90,0.39,0.60,3.59,5.08,0.82,12.16,0.47,0.46,13.35,2.58,0.22,0.47,0.07,0.04,0.11
167,1,39,12,32,9,54,18,42,12,0.78,0.29,0.31,0.04,0.04,0.14,39,37,37.10,36.40,0.72,0.74,3.75,5.31,0.92,21.24,0.76,0.79,15.04,2.74,0.45,0.64,0.10,0.05,0.14
169,1,34,0,32,0,52,0,46,0,0.88,0.00,0.00,0.00,0.00,0.00,34,32,33.00,32.40,0.65,0.64,3.33,4.71,0.89,15.96,0.70,0.64,10.24,2.26,0.35,0.64,0.09,0.07,0.15
170,1,54,9,49,8,119,19,93,12,0.78,0.13,0.17,0.03,0.03,0.11,54,24,31.10,32.30,0.45,0.62,3.50,4.95,0.83,12.55,0.53,0.58,12.74,2.52,0.24,0.48,0.10,0.04,0.14
171,1,63,8,58,7,113,16,90,8,0.80,0.09,0.13,0.00,0.00,0.00,63,34,34.70,34.30,0.56,0.68,4.19,5.93,0.88,16.61,0.64,0.69,20.02,3.16,0.32,0.50,0.12,0.04,0.17
172,1,43,5,39,4,81,9,64,5,0.79,0.08,0.12,0.03,0.03,0.13,43,29,31.90,29.90,0.53,0.58,3.38,4.78,0.86,13.24,0.61,0.63,12.03,2.45,0.30,0.60,0.08,0.05,0.12
173,1,47,8,40,6,78,11,61,6,0.78,0.10,0.17,0.03,0.03,0.12,47,32,33.90,34.40,0.60,0.64,3.76,5.32,0.88,16.27,0.66,0.63,13.83,2.63,0.36,0.71,0.08,0.02,0.10
174,1,74,11,68,8,160,22,130,14,0.81,0.11,0.15,0.00,0.00,0.00,74,39,36.70,32.60,0.46,0.69,4.14,5.85,0.85,14.51,0.52,0.51,17.75,2.98,0.27,0.55,0.07,0.05,0.12
175,1,53,11,48,8,73,21,59,13,0.81,0.22,0.21,0.03,0.03,0.12,53,37,39.90,38.10,0.73,0.74,4.39,6.20,0.93,24.97,0.81,0.78,19.53,3.12,0.42,0.80,0.12,0.07,0.19
