filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
276.txt,1,19,7,15,5,24,10,18,7,0.75,0.39,0.37,0.00,0.00,0.00,19,19,19,19,0.79,0.79,2.74,3.88,0.93,18.78,0.83,0.86,5.14,1.60,0.33,0.75,0.06,0.11,0.17
277.txt,1,18,9,14,7,21,11,15,8,0.71,0.53,0.50,0.20,0.20,0.32,18,18,18,18,0.86,0.86,2.78,3.93,0.95,26.11,0.93,1.00,5.00,1.58,0.33,0.88,0.07,0.07,0.13
278.txt,1,17,7,14,6,23,11,16,6,0.70,0.38,0.41,0.14,0.14,0.27,17,17,17,17,0.74,0.74,2.51,3.54,0.90,14.12,0.88,0.71,3.57,1.34,0.31,1.00,0.06,0.06,0.12
279.txt,1,17,8,14,7,19,9,15,7,0.79,0.47,0.47,0.14,0.14,0.27,17,17,17,17,0.89,0.89,2.76,3.90,0.96,33.85,0.93,0.86,5.14,1.60,0.40,1.00,0.07,0.00,0.07
281.txt,1,12,7,10,6,14,9,10,6,0.71,0.60,0.58,0.33,0.33,0.41,12,12,12,12,0.86,0.86,2.27,3.21,0.94,19.62,1.00,1.00,3.00,1.22,0.30,1.00,0.20,0.00,0.20
282.txt,1,13,8,11,7,15,10,12,8,0.80,0.67,0.62,0.33,0.33,0.41,13,13,13,13,0.87,0.87,2.37,3.36,0.95,22.26,0.92,1.00,3.00,1.22,0.25,0.88,0.08,0.00,0.08
284.txt,1,14,6,11,5,17,9,12,6,0.71,0.50,0.43,0.20,0.20,0.32,14,14,14,14,0.82,0.82,2.40,3.40,0.93,17.96,0.92,1.00,5.00,1.58,0.42,0.83,0.08,0.00,0.08
285.txt,1,20,9,17,8,28,14,22,11,0.79,0.50,0.45,0.10,0.10,0.22,20,20,20,20,0.71,0.71,2.67,3.78,0.90,14.33,0.77,0.80,6.40,1.79,0.36,0.73,0.05,0.00,0.05
287.txt,1,14,7,11,6,18,10,13,7,0.72,0.54,0.50,0.40,0.80,0.63,14,14,14,14,0.78,0.78,2.33,3.30,0.91,14.44,0.85,0.80,3.20,1.26,0.31,0.83,0.08,0.08,0.15
288.txt,1,18,9,15,8,21,11,16,8,0.76,0.50,0.50,0.14,0.14,0.27,18,18,18,18,0.86,0.86,2.78,3.93,0.95,26.11,0.94,0.86,5.14,1.60,0.38,1.00,0.06,0.00,0.06
290.txt,1,18,7,15,6,24,12,18,8,0.75,0.44,0.39,0.12,0.12,0.25,18,18,18,18,0.75,0.75,2.60,3.67,0.91,15.25,0.83,0.88,6.12,1.75,0.39,0.75,0.06,0.06,0.11
291.txt,1,15,8,12,7,19,10,14,8,0.74,0.57,0.53,0.20,0.20,0.32,15,15,15,15,0.79,0.79,2.43,3.44,0.92,15.93,0.86,0.80,3.20,1.26,0.29,0.88,0.07,0.00,0.07
292.txt,1,19,10,15,8,22,11,17,8,0.77,0.47,0.53,0.22,0.44,0.47,19,19,19,19,0.86,0.86,2.86,4.05,0.95,28.30,0.88,0.78,5.44,1.65,0.41,1.00,0.00,0.06,0.06
293.txt,1,17,7,15,7,25,8,19,8,0.76,0.42,0.41,0.11,0.11,0.24,17,17,17,17,0.68,0.68,2.40,3.40,0.88,11.67,0.79,0.67,4.00,1.41,0.32,0.88,0.05,0.05,0.11
294.txt,1,20,10,18,9,22,12,18,9,0.82,0.50,0.50,0.17,0.17,0.29,20,20,20,20,0.91,0.91,3.02,4.26,0.97,43.54,1.00,1.00,6.00,1.73,0.33,1.00,0.11,0.11,0.22
295.txt,1,20,11,18,10,25,14,20,10,0.80,0.50,0.55,0.14,0.14,0.27,20,20,20,20,0.80,0.80,2.83,4.00,0.93,20.17,0.90,0.71,3.57,1.34,0.25,1.00,0.20,0.05,0.25
