filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
..\data\indiv_files\STAT_A_EN_uncorrected\734.txt,1,23,2,11,2,35,3,14,3,0.40,0.21,0.09,0.00,0.00,0.00,23,23,23,23,0.66,0.66,2.75,3.89,0.88,13.08,0.79,1.00,2.00,1.00,0.14,0.62,0.14,0.14,0.29
..\data\indiv_files\STAT_A_EN_uncorrected\540.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_uncorrected\756.txt,1,26,0,15,0,42,0,20,0,0.48,0.00,0.00,0.00,0.00,0.00,26,26,26,26,0.62,0.62,2.84,4.01,0.87,12.65,0.75,1.00,3.00,1.22,0.15,0.55,0.15,0.15,0.30
..\data\indiv_files\STAT_A_EN_uncorrected\896.txt,1,58,9,36,8,105,15,54,14,0.51,0.26,0.16,0.08,0.08,0.20,58,38,33.40,35.50,0.55,0.71,4.00,5.66,0.87,15.85,0.67,0.92,11.08,2.35,0.22,0.56,0.11,0.07,0.19
..\data\indiv_files\STAT_A_EN_uncorrected\591.txt,1,40,5,24,5,76,7,40,7,0.53,0.17,0.12,0.00,0.00,0.00,40,29,31.30,32.40,0.53,0.58,3.24,4.59,0.85,12.69,0.60,0.67,2.67,1.15,0.10,0.61,0.17,0.03,0.20
..\data\indiv_files\STAT_A_EN_uncorrected\848.txt,1,51,6,31,6,112,8,49,8,0.44,0.16,0.12,0.11,0.11,0.24,51,31,30.80,31.10,0.46,0.58,3.41,4.82,0.83,12.29,0.63,0.78,5.44,1.65,0.14,0.54,0.14,0.08,0.22
..\data\indiv_files\STAT_A_EN_uncorrected\745.txt,1,35,4,20,4,66,6,31,6,0.47,0.19,0.11,0.14,0.14,0.27,35,29,29.00,28.90,0.53,0.58,3.05,4.31,0.85,12.02,0.65,0.86,5.14,1.60,0.19,0.60,0.16,0.06,0.23
..\data\indiv_files\STAT_A_EN_uncorrected\914.txt,1,41,6,26,6,59,6,32,6,0.54,0.19,0.15,0.12,0.12,0.25,41,36,35.70,35.50,0.69,0.72,3.77,5.34,0.91,19.84,0.81,1.00,8.00,2.00,0.25,0.72,0.12,0.03,0.16
..\data\indiv_files\STAT_A_EN_uncorrected\845.txt,1,57,8,39,7,108,10,67,9,0.62,0.13,0.14,0.23,0.69,0.59,57,34,35.00,33.60,0.53,0.70,3.88,5.48,0.86,14.90,0.58,0.69,6.23,1.77,0.13,0.50,0.19,0.03,0.22
..\data\indiv_files\STAT_A_EN_uncorrected\736.txt,1,66,13,45,13,155,15,78,15,0.50,0.19,0.20,0.15,0.31,0.39,66,31,30.80,31.20,0.43,0.62,3.75,5.30,0.83,12.94,0.58,0.85,9.31,2.16,0.14,0.50,0.15,0.08,0.23
..\data\indiv_files\STAT_A_EN_uncorrected\710.txt,1,37,3,22,3,72,7,36,7,0.50,0.19,0.08,0.00,0.00,0.00,37,30,30.10,29.80,0.51,0.60,3.08,4.36,0.84,11.93,0.61,0.89,7.11,1.89,0.22,0.41,0.11,0.03,0.14
..\data\indiv_files\STAT_A_EN_uncorrected\712.txt,1,40,6,23,6,55,7,28,7,0.51,0.25,0.15,0.11,0.11,0.24,40,36,37.20,37.30,0.73,0.72,3.81,5.39,0.92,21.90,0.82,0.67,4.00,1.41,0.21,0.83,0.14,0.11,0.25
..\data\indiv_files\STAT_A_EN_uncorrected\657.txt,1,46,5,29,5,83,8,41,8,0.49,0.20,0.11,0.20,0.40,0.45,46,31,34.20,33.00,0.55,0.62,3.57,5.05,0.87,14.37,0.71,0.80,6.40,1.79,0.20,0.65,0.15,0.07,0.22
..\data\indiv_files\STAT_A_EN_uncorrected\565.txt,1,60,10,35,10,110,20,56,20,0.51,0.36,0.17,0.00,0.00,0.00,60,37,34.80,34.20,0.55,0.76,4.05,5.72,0.87,15.83,0.62,0.88,6.12,1.75,0.12,0.59,0.12,0.07,0.20
..\data\indiv_files\STAT_A_EN_uncorrected\625.txt,1,39,4,26,4,70,5,34,5,0.49,0.15,0.10,0.14,0.14,0.27,39,32,31.20,32.60,0.56,0.64,3.30,4.66,0.86,13.40,0.76,0.86,5.14,1.60,0.18,0.73,0.18,0.09,0.26
