subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
129,1,4,3,2,2,4,3,2,2,0.50,1.00,0.75,0,0,0,4,4,4,4,1.00,1.00,1.41,2.00,1.00,NaN,1.00,0,0,0,0.00,1.00,0.00,0.00,0.00
130,1,56,9,36,7,90,12,51,8,0.57,0.16,0.16,0.00,0.00,0.00,56,14,17.63,18.22,0.62,0.88,4.17,5.90,0.89,18.53,0.71,0.71,7.14,1.89,0.20,0.62,0.14,0.12,0.25
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,35,6,23,4,55,9,34,6,0.62,0.18,0.17,0.08,0.08,0.20,35,18,16.82,16.27,0.64,0.88,3.34,4.72,0.89,15.43,0.68,0.67,5.33,1.63,0.24,0.60,0.15,0.12,0.26
134,1,60,10,38,9,103,28,57,16,0.55,0.28,0.17,0.07,0.07,0.19,60,18,16.86,17.30,0.58,0.87,4.18,5.91,0.88,17.26,0.67,0.57,4.57,1.51,0.14,0.60,0.21,0.11,0.32
135,1,22,8,16,7,31,11,19,9,0.61,0.47,0.36,0.50,1.00,0.71,22,17,16.00,16.43,0.71,0.85,2.79,3.95,0.90,14.93,0.84,0.75,2.25,1.06,0.16,0.88,0.32,0.00,0.32
136,1,31,5,22,5,49,7,35,7,0.71,0.20,0.16,0.12,0.12,0.25,31,15,16.29,17.04,0.63,0.80,3.13,4.43,0.88,14.37,0.63,0.38,1.12,0.75,0.09,0.69,0.14,0.11,0.26
137,1,105,24,70,22,203,46,113,32,0.56,0.28,0.23,0.12,0.47,0.49,105,17,17.97,18.55,0.52,0.91,5.21,7.37,0.88,18.60,0.62,0.65,14.24,2.67,0.19,0.52,0.10,0.10,0.19
138,1,31,8,18,7,45,15,23,10,0.51,0.43,0.26,0.20,0.20,0.32,31,15,16.57,17.47,0.69,0.85,3.27,4.62,0.90,16.89,0.78,0.80,3.20,1.26,0.17,0.75,0.22,0.13,0.35
139,1,22,7,13,4,24,8,14,4,0.58,0.29,0.32,0.20,0.20,0.32,22,20,18.63,19.00,0.92,1.00,3.18,4.49,0.97,50.41,0.93,0.80,3.20,1.26,0.29,1.00,0.00,0.29,0.29
